iid,isbn_raw
151,0060559128
152,0060560754
153,0060562080
154,0060562250
155,0060571314
156,0060572965
157,0060577487
158,0060586605
159,0060652934
160,0060740450
161,0060801263
162,0060807792
163,0060809248
164,0060809833
165,0060830956
166,0060913983
167,0060914653
168,0060915153
169,0060915544
170,006091565X
171,0060916508
172,0060917016
173,0060919884
174,0060920084
175,0060921056
176,0060921145
177,0060922249
178,0060922532
179,0060923245
180,0060924799
181,0060925000
182,0060925752
183,0060926317
184,0060927216
185,0060927240
186,0060927569
187,0060928336
188,0060929510
189,0060929596
190,0060929790
191,0060929871
192,006092988X
193,0060930187
194,0060930535
195,006093090X
196,0060930934
197,0060931221
198,0060931418
199,0060931671
200,0060931809
201,0060932139
202,0060932171
203,0060932759
204,0060932813
205,0060934417
206,0060934700
207,0060934719
208,0060934913
209,0060935464
210,0060936231
211,0060936363
212,0060938099
213,006093817X
214,0060938412
215,0060938455
216,0060950536
217,0060951311
218,0060952970
219,0060955775
220,0060958014
221,0060958022
222,0060958324
223,0060959037
224,0060959355
225,0060961325
226,0060964049
227,0060968966
228,0060970790
229,0060971479
230,0060972122
231,0060973277
232,0060973617
233,0060973897
234,0060974486
235,0060974990
236,0060975547
237,0060975849
238,0060976241
239,0060976624
240,006097673X
241,0060976845
242,0060976977
243,0060977027
244,0060977035
245,0060977337
246,0060977477
247,0060977493
248,0060977744
249,0060981180
250,0060987049
251,0060987103
252,0060987324
253,0060987529
254,0060987561
255,006098824X
256,0060988649
257,006099486X
258,0061000027
259,0061000043
260,0061000175
261,0061000280
262,0061000299
263,0061006629
264,0061007145
265,0061007226
266,0061009059
267,0061009504
268,0061010871
269,0061012351
270,0061012513
271,0061013315
272,0061013412
273,0061013439
274,006101351X
275,0061015725
276,0061020400
277,0061020621
278,006102063X
279,0061020648
280,0061020656
281,0061020664
282,0061020680
283,0061020699
284,0061020702
285,0061020710
286,0061030244
287,0061030597
288,0061030635
289,0061030643
290,0061031011
291,0061031070
292,0061031089
293,0061031321
294,0061031410
295,0061031429
296,0061031445
297,0061031550
298,0061031844
299,0061031992
300,0061032034
301,0061032093
302,0061040347
303,0061042005
304,0061042943
305,0061043508
306,0061044431
307,006104444X
308,0061053104
309,0061053716
310,0061054437
311,0061054887
312,0061054895
313,0061054909
314,0061056774
315,0061056901
316,0061056928
317,0061057363
318,0061057649
319,0061057894
320,0061059056
321,0061059064
322,0061059072
323,0061073628
324,006108171X
325,0061090808
326,0061090891
327,0061091316
328,006109157X
329,006109174X
330,0061091790
331,0061091944
332,0061092002
333,0061092045
334,0061092177
335,0061092193
336,0061092606
337,0061092614
338,0061092819
339,0061092827
340,0061092886
341,0061093092
342,0061093327
343,0061093335
344,0061093343
345,0061093491
346,006109398X
347,0061094129
348,0061094234
349,0061095540
350,0061096083
351,0061096105
352,0061096113
353,0061096164
354,0061097101
355,0061097314
356,0061097349
357,0061097659
358,0061097667
359,0061097853
360,0061097861
361,0061098035
362,0061098361
363,006109868X
364,0061098752
365,0061098795
366,0061099015
367,0061099155
368,006109918X
369,006109921X
370,0061099325
371,0061099341
372,0061099368
373,0061099481
374,0061099694
375,0061099708
376,0061099732
377,0062500260
378,0062501860
379,0062502174
380,0062502182
381,0062505319
382,0062508113
383,0062509594
384,0062512021
385,0062512234
386,006251279X
387,0062516590
388,0062554468
389,0064400484
390,0064400557
391,0064400565
392,0064400581
393,0064400859
394,0064400964
395,0064400972
396,0064400980
397,0064401103
398,0064401707
399,0064401774
400,0064401847
401,0064401871
402,006440188X
403,0064402053
404,0064402754
405,0064403319
406,0064404773
407,0064404994
408,0064405001
409,0064405028
410,0064405036
411,0064405044
412,0064405052
413,0064405109
414,0064405176
415,0064405842
416,006440630X
417,0064406970
418,0064407055
419,0064407667
420,0064407675
421,0064407683
422,0064407691
423,0064408183
424,0064408639
425,0064408647
426,0064408655
427,0064408663
428,0064409422
429,0064410129
430,0064410137
431,006441034X
432,0064430170
433,0064430189
434,0064431789
435,0064440508
436,0064471047
437,0064471055
438,0064471063
439,0064471071
440,006447108X
441,0064471098
442,0064471101
443,0064471195
444,0064471837
445,006447187X
446,0064472264
447,0064472272
448,006447268X
449,0064472779
450,0064472795
451,0064472809
452,006447335X
453,0064473368
454,006447352X
455,0066209773
456,0066211220
457,0066211611
458,0066212855
459,0066214122
460,0066214440
461,0066214769
462,0066238501
463,0070212570
464,0099245027
465,0140008535
466,0140012133
467,0140013997
468,0140039589
469,0140042210
470,0140042229
471,0140042393
472,0140042407
473,0140042520
474,0140042598
475,0140043519
476,0140049975
477,0140052801
478,0140053204
479,0140055770
480,014006690X
481,0140067477
482,0140067647
483,0140067779
484,0140070206
485,0140071083
486,0140071814
487,0140074317
488,0140075569
489,0140075623
490,0140077022
491,0140086838
492,0140088393
493,0140089225
494,0140092323
495,0140094385
496,0140097058
497,0140097112
498,0140113428
499,014011369X
500,0140119906
501,0140122060
502,0140124373
503,0140124381
504,0140126562
505,0140131558
506,0140131612
507,0140132708
508,0140133488
509,0140143505
510,0140148590
511,0140150749
512,0140157379
513,0140167153
514,014016930X
515,0140176616
516,014017737X
517,0140177388
518,0140177396
519,0140179836
520,0140185216
521,0140185232
522,0140186409
523,0140186484
524,0140187537
525,014018869X
526,0140230165
527,014023313X
528,0140233903
529,014023828X
530,0140242058
531,0140244816
532,0140244824
533,0140245162
534,0140248927
535,0140250913
536,0140250948
537,0140253602
538,014025448X
539,0140254544
540,0140255125
541,0140257934
542,0140258795
543,0140259112
544,0140262032
545,0140264795
546,0140265686
547,0140266771
548,0140268863
549,0140270590
550,0140274782
551,0140275010
552,0140275363
553,0140277749
554,014027927X
555,0140279288
556,014028009X
557,0140280243
558,0140280464
559,0140280553
560,0140282033
561,0140282777
562,0140286276
563,0140293248
564,0140293442
565,0140293450
566,0140296131
567,014029628X
568,0140296298
569,0140296409
570,0140298479
571,0140309578
572,0140314601
573,0140318909
574,0140320970
575,0140328696
576,014034019X
577,014034294X
578,0140345353
579,0140346406
580,0140348107
581,014034893X
582,014034991X
583,0140361219
584,0140366784
585,0140374248
586,014038572X
587,0140386335
588,0140386645
589,0140390030
590,0140390197
591,0140390227
592,0140390316
593,0140390448
594,0140390693
595,0140390839
596,0140430016
597,0140430059
598,0140430113
599,0140430164
600,0140430725
601,0140430962
602,0140431357
603,0140433627
604,0140434003
605,0140434259
606,0140434267
607,0140440038
608,0140440046
609,0140440410
610,0140445560
611,0140449124
612,014045022X
613,0140481346
614,0140481389
615,0140620109
616,0140620222
617,0140620427
618,0140620664
619,0140620869
620,014100018X
621,0141000198
622,0141001771
623,0141001828
624,014100374X
625,0141007338
626,0141301058
627,0141301066
628,0141301104
629,0141301120
630,0141301155
631,014131088X
632,0142000205
633,0142000221
634,014200023X
635,0142000345
636,0142000361
637,0142000663
638,0142000892
639,0142001325
640,0142001430
641,0142001619
642,0142001740
643,0142001805
644,0142001821
645,0142002267
646,0142002798
647,0142003697
648,0142003727
649,0142004030
650,0142004235
651,0142004278
652,0142301515
653,0143035002
654,0146000552
655,0151001006
656,0151002290
657,0151002517
658,0151002630
659,0151004374
660,0151006040
661,0151006261
662,0151006725
663,015100692X
664,0151008116
665,0151446474
666,0151731527
667,0151962960
668,0152001018
669,0152023984
670,0152050167
671,015216250X
672,0152162577
673,0152567089
674,0152802177
675,0156001314
676,0156004801
677,0156005204
678,0156005891
679,0156006219
680,0156006391
681,0156006529
682,0156006847
683,015600710X
684,0156007479
685,0156007754
686,0156010593
687,0156011042
688,0156011433
689,0156012197
690,0156013908
691,0156013924
692,0156027321
693,0156028352
694,0156028778
695,015602943X
696,0156029987
697,0156106809
698,0156329301
699,015640057X
700,0156439611
701,015644450X
702,0156453800
703,0156628708
704,015668568X
705,0156787334
706,0156904365
707,0156997789
708,017443460X
709,0192815326
710,0192815989
711,0192823507
712,019282760X
713,0192833553
714,0192860925
715,0198117477
716,0198607024
717,0201489376
718,0201489899
719,020530902X
720,0252006860
721,0261103288
722,0285636464
723,0306812274
724,0307001164
725,0307010368
726,0310205719
727,0310209307
728,0310213274
729,0310218039
730,0312010583
731,0312022824
732,0312042779
733,0312050631
734,031205436X
735,031208188X
736,0312099045
737,0312099266
738,0312099436
739,0312113420
740,0312130279
741,0312134517
742,0312140940
743,0312144075
744,0312147015
745,0312150601
746,031215125X
747,0312169787
748,0312171838
749,0312185863
750,0312186886
751,0312187106
752,0312187459
753,0312187688
754,0312194390
755,0312195516
756,0312199430
757,0312201656
758,0312202318
759,0312203039
760,0312203594
761,0312205406
762,0312243022
763,0312243359
764,0312244266
765,0312252617
766,0312261594
767,0312263120
768,0312263996
769,0312265840
770,0312265859
771,0312265867
772,0312267460
773,0312272057
774,0312274920
775,0312275420
776,0312278586
777,0312282702
778,0312282990
779,0312283709
780,0312284683
781,0312287364
782,0312289510
783,0312289723
784,0312291450
785,0312291639
786,0312301995
787,0312303467
788,0312305060
789,0312306326
790,0312311338
791,0312313810
792,0312316089
793,031231616X
794,0312316933
795,0312319142
796,0312421001
797,0312421036
798,0312421273
799,0312421702
800,0312421818
801,0312422156
802,031242227X
803,031242258X
804,0312423772
805,0312423799
806,0312854285
807,0312857675
808,031286504X
809,0312867875
810,0312868332
811,0312872402
812,0312873115
813,0312890044
814,0312901437
815,0312924585
816,0312924801
817,0312925883
818,0312926456
819,0312927746
820,0312950489
821,0312950586
822,0312951426
823,0312952716
824,0312952813
825,0312953615
826,0312954468
827,0312955006
828,0312956126
829,0312957572
830,0312958129
831,0312959974
832,0312961324
833,0312963009
834,0312963297
835,0312965338
836,0312965788
837,0312966091
838,0312966202
839,0312966555
840,0312966806
841,0312966970
842,0312969198
843,0312969228
844,0312969252
845,0312971125
846,0312971346
847,0312971397
848,0312973055
849,0312974256
850,0312976275
851,0312977026
852,0312978332
853,0312978367
854,0312978383
855,0312979096
856,0312979479
857,0312979517
858,0312979533
859,0312979975
860,0312979983
861,0312980140
862,0312980159
863,0312980388
864,0312981589
865,031298250X
866,0312982518
867,0312982615
868,0312983131
869,0312983271
870,031298328X
871,0312983298
872,0312983301
873,0312983336
874,0312983387
875,0312983654
876,0312983743
877,0312983751
878,0312983824
879,0312983867
880,0312984820
881,0312984839
882,0312985207
883,0312986319
884,0312986343
885,0312986769
886,0312989385
887,0312989393
888,0312990456
889,0312991460
890,0312992416
891,0312993536
892,0312993560
893,0312995423
894,0316037451
895,0316089699
896,0316096199
897,0316103098
898,0316107018
899,0316107093
900,0316107107
901,0316107255
902,0316107298
903,0316107352
904,0316107387
905,0316107417
906,0316107549
907,0316108677
908,0316143464
909,0316150460
910,0316153915
911,0316153990
912,0316154059
913,0316154067
914,0316154601
915,0316155306
916,0316168688
917,0316168815
918,0316182540
919,0316235024
920,0316284955
921,0316286850
922,0316286869
923,0316287555
924,0316290238
925,0316291161
926,0316313068
927,0316316962
928,0316346624
929,0316540838
930,0316548189
931,0316569321
932,0316570826
933,0316578398
934,0316601950
935,0316602051
936,0316602906
937,0316603287
938,0316603570
939,0316604917
940,0316666009
941,0316666343
942,0316678104
943,0316690619
944,0316693006
945,0316693200
946,0316693235
947,0316693251
948,0316693286
949,0316693294
950,0316693324
951,0316693642
952,0316693715
953,0316693863
954,0316710571
955,0316734837
956,0316735027
957,0316735736
958,0316769177
959,0316769487
960,0316769495
961,0316769509
962,0316776963
963,0316777722
964,0316777730
965,0316778508
966,0316779059
967,0316779237
968,0316779423
969,0316779490
970,0316780375
971,0316780812
972,0316781010
973,0316781142
974,0316781266
975,0316782262
976,0316782505
977,0316785261
978,0316788228
979,0316789089
980,0316789844
981,0316789976
982,0316812471
983,0316899984
984,0316899992
985,0316910333
986,0316911488
987,0316926086
988,0316929190
989,0316969443
990,0316969680
991,0330332775
992,0330352253
993,0330375253
994,0340786051
995,0345253736
996,0345257553
997,0345260791
998,0345272579
999,0345272587
1000,0345272609
1001,0345283929
1002,0345284267
1003,0345285549
1004,0345285859
1005,0345285980
1006,0345295684
1007,0345296044
1008,0345296052
1009,0345296087
1010,0345298349
1011,034529873X
1012,0345298748
1013,0345300785
1014,0345300793
1015,0345301110
1016,0345303067
1017,0345304225
1018,0345305183
1019,0345305507
1020,0345307615
1021,0345308239
1022,0345308980
1023,034530988X
1024,0345310020
1025,0345311485
1026,0345311809
1027,0345313097
1028,0345313151
1029,0345313216
1030,0345313755
1031,0345313860
1032,0345314255
1033,0345314484
1034,0345315642
1035,0345315715
1036,0345316002
1037,0345316509
1038,0345317580
1039,0345318854
1040,0345318862
1041,0345320115
1042,0345320239
1043,0345321200
1044,0345321383
1045,0345322215
1046,0345322231
1047,0345323440
1048,0345323750
1049,0345324412
1050,0345325818
1051,0345327861
1052,0345329821
1053,0345330145
1054,0345333756
1055,0345333926
1056,0345334310
1057,0345334531
1058,0345335082
1059,0345335287
1060,0345335457
1061,0345335465
1062,0345335511
1063,0345335651
1064,0345335708
1065,0345336038
1066,0345336615
1067,0345337662
1068,0345338545
1069,0345338588
1070,0345338715
1071,0345339495
1072,0345339681
1073,0345339703
1074,0345339711
1075,0345339738
1076,0345339967
1077,0345341678
1078,0345342569
1079,0345342968
1080,0345344464
1081,0345345053
1082,0345346491
1083,0345346971
1084,0345347226
1085,0345347536
1086,0345347951
1087,0345348036
1088,0345348109
1089,0345348656
1090,0345348672
1091,0345349342
1092,0345350472
1093,0345350499
1094,0345350588
1095,0345350685
1096,0345350804
1097,0345351525
1098,0345352661
1099,0345353145
1100,0345354613
1101,0345354621
1102,0345354915
1103,0345354923
1104,0345354931
1105,0345356365
1106,0345356535
1107,0345356578
1108,0345357116
1109,0345358791
1110,0345358805
1111,0345360001
1112,0345360338
1113,0345361326
1114,0345361571
1115,0345361792
1116,034536208X
1117,0345362721
1118,0345362861
1119,0345363310
1120,0345366239
1121,034536676X
1122,0345367421
1123,034536743X
1124,0345367693
1125,0345367898
1126,0345368436
1127,0345368754
1128,0345368924
1129,0345368932
1130,0345368940
1131,0345368959
1132,0345368991
1133,0345369068
1134,0345369335
1135,0345369343
1136,0345369351
1137,0345369947
1138,0345370775
1139,0345370805
1140,0345371984
1141,0345372050
1142,0345373529
1143,0345374568
1144,0345375211
1145,034537536X
1146,0345377591
1147,0345377648
1148,0345378482
1149,0345378490
1150,0345379144
1151,0345379330
1152,0345380371
1153,0345380975
1154,0345381645
1155,034538184X
1156,0345382323
1157,0345382447
1158,0345382846
1159,0345384202
1160,0345384210
1161,034538430X
1162,0345384350
1163,0345384369
1164,0345384377
1165,0345384466
1166,0345384563
1167,034538475X
1168,0345384911
1169,0345386108
1170,0345386132
1171,0345387007
1172,0345387023
1173,0345387554
1174,0345387651
1175,0345388216
1176,0345388232
1177,0345388771
1178,0345389247
1179,0345389417
1180,0345389964
1181,034539092X
1182,0345391055
1183,0345391802
1184,0345391810
1185,0345391829
1186,0345391837
1187,0345392825
1188,0345394267
1189,034539657X
1190,0345396936
1191,0345397819
1192,034540047X
1193,0345402308
1194,0345402871
1195,034540288X
1196,0345403339
1197,0345403959
1198,0345404114
1199,0345404319
1200,0345404475
1201,0345404769
1202,0345404777
1203,0345404785
1204,0345404793
1205,0345407113
1206,034540727X
1207,034540761X
1208,0345409329
1209,0345409469
1210,0345409671
1211,0345409876
1212,0345409973
1213,0345410017
1214,034541005X
1215,0345411471
1216,034541215X
1217,0345412214
1218,0345413350
1219,0345413369
1220,0345413377
1221,0345413865
1222,0345413873
1223,0345413881
1224,034541389X
1225,0345413903
1226,0345416260
1227,0345416880
1228,0345417623
1229,0345417976
1230,0345418018
1231,0345418263
1232,0345418778
1233,0345418794
1234,0345419995
1235,0345420748
1236,0345421620
1237,0345422317
1238,0345422384
1239,0345422392
1240,0345422406
1241,0345422473
1242,0345422554
1243,0345422589
1244,0345422783
1245,0345422805
1246,0345423097
1247,0345423135
1248,0345423291
1249,0345423399
1250,0345423402
1251,0345423429
1252,0345423615
1253,0345423631
1254,0345423879
1255,0345424603
1256,0345424646
1257,0345424719
1258,0345425308
1259,0345425707
1260,0345426037
1261,0345426274
1262,034542705X
1263,0345427637
1264,0345427653
1265,0345428307
1266,034543014X
1267,0345430573
1268,0345430581
1269,034543076X
1270,0345431057
1271,0345432401
1272,0345432479
1273,0345433017
1274,0345433165
1275,0345433319
1276,0345433491
1277,0345434471
1278,034543448X
1279,0345434498
1280,0345434684
1281,0345434692
1282,034543479X
1283,0345434803
1284,0345434870
1285,0345435028
1286,0345435168
1287,0345435249
1288,0345435273
1289,0345435338
1290,0345435796
1291,0345436911
1292,034543739X
1293,0345438329
1294,0345438825
1295,0345439104
1296,0345440048
1297,0345440056
1298,0345440064
1299,0345440137
1300,0345440145
1301,0345440404
1302,0345440765
1303,0345440781
1304,0345441036
1305,0345441133
1306,0345441265
1307,0345442768
1308,0345442822
1309,0345443128
1310,0345443284
1311,034544356X
1312,0345443683
1313,0345444884
1314,0345445724
1315,0345445848
1316,0345445856
1317,0345446666
1318,0345446860
1319,0345447409
1320,0345447832
1321,0345447840
1322,0345447867
1323,0345447980
1324,0345449347
1325,0345450175
1326,0345450728
1327,0345450884
1328,0345450892
1329,0345450914
1330,034545104X
1331,0345452003
1332,0345452534
1333,0345452550
1334,0345452569
1335,0345452577
1336,0345452593
1337,0345452704
1338,0345453387
1339,0345453409
1340,0345453417
1341,0345453425
1342,0345453549
1343,0345453743
1344,0345453816
1345,0345456939
1346,0345457641
1347,0345458303
1348,0345458915
1349,0345459202
1350,0345459407
1351,0345460359
1352,0345460952
1353,0345465083
1354,0373078110
1355,0373078358
1356,0373079613
1357,0373201346
1358,0373218036
1359,0373218192
1360,0373218257
1361,0373218397
1362,0373218400
1363,0373218419
1364,0373218427
1365,0373218435
1366,0373218443
1367,0373218486
1368,0373218540
1369,0373218958
1370,0373218966
1371,0373218974
1372,0373225962
1373,0373226314
1374,0373239963
1375,0373240007
1376,0373240228
1377,0373240880
1378,0373242328
1379,0373243286
1380,0373243790
1381,0373244487
1382,0373250118
1383,0373250126
1384,0373250134
1385,0373250142
1386,0373250150
1387,0373250177
1388,0373250185
1389,0373250193
1390,0373250207
1391,0373250215
1392,0373250223
1393,037325024X
1394,0373250258
1395,0373250266
1396,0373250274
1397,0373250282
1398,0373250290
1399,0373250347
1400,0373250363
1401,037325041X
1402,0373250428
1403,0373250452
1404,0373250479
1405,0373250495
1406,0373250533
1407,0373250541
1408,0373270917
1409,0373270976
1410,0373285000
1411,0373285019
1412,0373483503
1413,0373483554
1414,0373483694
1415,0373483880
1416,0373483899
1417,0373483902
1418,037348397X
1419,0373484003
1420,0373484100
1421,0373484224
1422,0373484232
1423,0373484410
1424,0373484429
1425,0373484836
1426,0373484887
1427,0373484895
1428,0373484909
1429,0373691300
1430,0373710984
1431,0373711034
1432,0373711646
1433,0373711735
1434,0373790147
1435,0373790198
1436,0373790473
1437,0373790481
1438,0373790724
1439,0373790899
1440,0373790945
1441,0373802021
1442,0373825013
1443,0373825021
1444,037382503X
1445,0373825048
1446,0373834284
1447,0373834365
1448,0373834446
1449,0373835280
1450,037383568X
1451,0373835876
1452,0373835922
1453,037383599X
1454,0374100128
1455,0374121230
1456,0374129983
1457,0374148600
1458,0374172897
1459,0374199698
1460,0374234574
1461,0374270325
1462,0374281602
1463,0374332657
1464,0374480095
1465,0374525641
1466,0374527229
1467,0375400117
1468,0375401156
1469,0375401598
1470,0375401601
1471,037540256X
1472,037540600X
1473,0375406182
1474,0375406328
1475,0375406530
1476,0375410945
1477,0375411070
1478,0375411550
1479,0375411992
1480,0375412115
1481,0375412530
1482,0375412557
1483,0375412824
1484,037541309X
1485,037541326X
1486,0375413634
1487,0375414053
1488,0375414657
1489,0375415351
1490,0375420673
1491,0375421440
1492,037542217X
1493,0375422188
1494,0375422307
1495,0375422412
1496,0375500510
1497,0375501347
1498,0375501371
1499,0375501916
1500,0375501959
1501,0375502025
1502,0375502238
1503,0375502912
1504,0375502947
1505,0375503269
1506,0375503315
1507,0375503803
1508,0375504036
1509,0375504397
1510,0375504613
1511,0375504907
1512,0375506039
1513,0375506179
1514,0375506276
1515,0375507493
1516,0375507507
1517,0375508562
1518,0375700757
1519,0375700811
1520,0375701214
1521,0375701427
1522,0375701907
1523,0375701966
1524,0375702709
1525,0375703055
1526,0375703063
1527,0375703438
1528,0375703632
1529,0375703675
1530,0375703764
1531,0375703829
1532,0375703861
1533,037570387X
1534,0375704027
1535,0375704833
1536,037570485X
1537,037570504X
1538,0375705171
1539,0375705198
1540,0375705244
1541,0375705457
1542,0375705856
1543,0375706062
1544,0375706410
1545,0375706429
1546,0375706771
1547,0375707972
1548,0375708111
1549,0375708278
1550,037570910X
1551,0375709150
1552,037570924X
1553,0375713344
1554,0375713751
1555,0375719180
1556,0375724370
1557,0375724389
1558,0375724400
1559,0375724443
1560,0375724672
1561,0375724834
1562,0375724850
1563,0375725466
1564,0375725601
1565,0375725784
1566,0375725849
1567,0375726012
1568,0375726349
1569,0375726403
1570,0375727132
1571,0375727345
1572,037572737X
1573,0375751513
1574,0375756981
1575,0375757147
1576,0375758232
1577,0375758453
1578,0375758682
1579,0375758992
1580,0375760628
1581,0375760911
1582,037576092X
1583,0375804013
1584,0375815260
1585,037582233X
1586,037582345X
1587,0375826688
1588,0380001411
1589,0380002450
1590,0380002558
1591,0380002930
1592,038000321X
1593,0380003821
1594,0380005239
1595,0380005255
1596,038000741X
1597,038000917X
1598,0380009471
1599,0380010038
1600,0380012774
1601,0380012863
1602,0380014300
1603,038001503X
1604,0380017601
1605,0380018179
1606,038039586X
1607,0380400480
1608,0380400634
1609,0380423901
1610,0380432811
1611,0380470845
1612,0380542625
1613,0380564998
1614,0380599236
1615,0380600129
1616,0380603926
1617,0380619458
1618,0380676524
1619,0380679914
1620,0380698714
1621,0380698919
1622,0380700247
1623,0380701340
1624,0380702843
1625,0380703475
1626,0380703882
1627,0380704587
1628,038070613X
1629,0380708213
1630,0380708353
1631,0380708892
1632,0380709120
1633,0380709163
1634,0380709244
1635,038070952X
1636,0380709538
1637,0380709546
1638,0380709562
1639,0380710218
1640,0380710404
1641,0380710722
1642,0380711524
1643,0380713802
1644,0380713810
1645,0380714752
1646,0380715309
1647,0380715430
1648,0380715929
1649,0380716542
1650,0380717018
1651,0380718332
1652,0380718340
1653,0380718758
1654,0380718839
1655,038071907X
1656,0380719185
1657,0380720191
1658,038072118X
1659,038072121X
1660,0380721643
1661,0380722704
1662,0380723085
1663,038072362X
1664,0380723638
1665,0380723816
1666,0380724979
1667,0380724987
1668,0380725231
1669,0380725584
1670,0380725703
1671,0380725711
1672,0380725827
1673,0380725835
1674,0380726238
1675,0380726246
1676,0380726254
1677,0380726262
1678,0380726289
1679,0380726297
1680,0380726815
1681,0380727293
1682,0380727501
1683,0380728133
1684,0380728168
1685,0380728265
1686,0380728273
1687,0380728729
1688,038072880X
1689,0380729342
1690,0380729407
1691,038072975X
1692,0380730138
1693,0380730200
1694,0380730359
1695,0380730375
1696,0380730448
1697,0380730820
1698,0380730847
1699,0380731479
1700,0380731851
1701,038073186X
1702,0380732149
1703,0380732289
1704,0380732661
1705,038073267X
1706,0380732688
1707,0380750848
1708,0380750864
1709,0380750872
1710,0380751399
1711,0380752859
1712,0380752867
1713,0380752891
1714,0380752948
1715,0380752999
1716,0380753006
1717,0380753014
1718,0380753022
1719,0380754371
1720,0380754843
1721,0380756218
1722,0380756234
1723,0380756250
1724,0380756269
1725,0380756277
1726,0380756285
1727,0380756293
1728,0380757478
1729,038075911X
1730,0380759470
1731,0380759489
1732,0380759497
1733,0380759500
1734,0380761319
1735,0380761483
1736,0380762560
1737,0380762587
1738,0380762595
1739,0380762609
1740,0380764008
1741,0380765454
1742,0380765462
1743,0380765489
1744,0380767635
1745,0380767643
1746,0380772566
1747,0380773155
1748,0380774933
1749,0380775123
1750,0380775271
1751,0380775840
1752,0380776162
1753,0380776510
1754,0380776839
1755,0380777150
1756,0380778556
1757,0380778726
1758,0380778793
1759,0380779617
1760,0380780747
1761,0380780860
1762,0380780879
1763,0380782332
1764,0380782340
1765,0380784491
1766,0380784505
1767,0380786230
1768,0380788624
1769,0380788756
1770,0380789019
1771,0380789035
1772,0380789590
1773,0380789612
1774,0380789884
1775,0380789892
1776,0380790076
1777,0380790904
1778,0380791978
1779,0380792028
1780,0380792486
1781,0380792494
1782,0380792737
1783,0380792745
1784,0380793261
1785,0380793342
1786,0380793660
1787,038079439X
1788,0380794470
1789,0380794489
1790,038079487X
1791,0380796090
1792,0380796104
1793,0380797399
1794,0380797631
1795,038079828X
1796,0380798565
1797,038079960X
1798,0380800829
1799,0380801493
1800,0380802309
1801,0380802325
1802,0380802449
1803,0380804557
1804,0380804697
1805,0380804700
1806,0380805707
1807,0380805995
1808,0380807157
1809,038080719X
1810,0380807343
1811,0380807866
1812,0380808072
1813,0380808080
1814,0380808307
1815,0380809389
1816,038081093X
1817,0380811065
1818,0380811073
1819,0380811081
1820,0380812029
1821,0380813815
1822,0380814021
1823,0380814382
1824,0380814390
1825,0380814676
1826,0380814714
1827,038081479X
1828,0380814803
1829,0380814811
1830,0380815583
1831,0380815923
1832,0380815931
1833,0380816547
1834,0380816555
1835,038081658X
1836,0380817144
1837,0380817683
1838,0380817691
1839,0380817896
1840,038081790X
1841,0380818191
1842,0380818205
1843,0380818337
1844,0380818809
1845,0380818973
1846,038081918X
1847,0380819201
1848,0380819627
1849,0380819724
1850,0380820056
1851,0380820145
1852,0380820293
1853,0380820447
1854,0380820560
1855,0380820692
1856,0380820706
1857,038082079X
1858,0380820838
1859,0380820846
1860,0380820854
1861,0380820889
1862,038082101X
1863,0380842939
1864,0380844001
1865,0380851180
1866,0380868768
1867,0380871556
1868,0380892847
1869,0380896931
1870,0380897393
1871,0380899531
